email_id,label
745,Category Promotions
745,Unread
745,Personal
746,Archived
746,Category Promotions
746,Unread
746,Personal
747,Archived
747,Category Promotions
747,Unread
747,Personal
748,Archived
748,Category Promotions
748,Unread
748,Personal
749,Archived
749,Category Promotions
749,Unread
749,Personal
750,Archived
750,Category Promotions
750,Unread
751,Archived
751,Category Promotions
751,Unread
752,Archived
752,Category Promotions
752,Unread
752,Personal
753,Archived
753,Category Promotions
753,Unread
753,Personal
754,Archived
754,Category Promotions
754,Unread
754,Personal
755,Archived
755,Category Promotions
756,Archived
756,Category Promotions
756,Unread
756,Personal
757,Archived
757,Category Promotions
757,Unread
758,Archived
758,Category Promotions
758,Unread
758,Personal
759,Archived
759,Category Promotions
759,Unread
759,Personal
760,Archived
760,Category Promotions
760,Unread
761,Archived
761,Important
761,Category Promotions
761,Unread
761,Personal
762,Archived
762,Category Promotions
762,Unread
762,Personal
763,Archived
763,Category Promotions
763,Unread
763,Personal
764,Archived
764,Category Promotions
764,Unread
764,Personal
765,Archived
765,Category Promotions
765,Unread
765,Personal
766,Archived
766,Category Promotions
766,Unread
766,Personal
767,Archived
767,Category Promotions
767,Unread
767,Personal
768,Archived
768,Category Promotions
768,Unread
768,Personal
769,Archived
769,Category Promotions
769,Unread
769,Personal
770,Archived
770,Category Promotions
770,Unread
770,Personal
771,Archived
771,Category Promotions
771,Unread
771,Personal
772,Archived
772,Category Promotions
772,Unread
772,Personal
773,Archived
773,Category Promotions
773,Unread
773,Personal
774,Archived
774,Category Promotions
774,Unread
774,Personal
775,Archived
775,Category Promotions
775,Unread
775,Personal
776,Archived
776,Category Promotions
776,Unread
776,Personal
777,Archived
777,Category Promotions
777,Unread
778,Archived
778,Category Promotions
778,Unread
778,Personal
779,Archived
779,Category Promotions
779,Unread
779,Personal
780,Archived
780,Category Promotions
780,Unread
780,Personal
781,Archived
781,Category Promotions
781,Unread
781,Personal
782,Archived
782,Opened
782,Category Promotions
783,Archived
783,Category Promotions
783,Unread
783,Personal
784,Archived
784,Category Promotions
784,Unread
784,Personal
785,Archived
785,Category Promotions
785,Unread
785,Personal
786,Archived
786,Category Promotions
786,Unread
787,Archived
787,Category Promotions
787,Unread
787,Personal
788,Archived
788,Category Promotions
788,Unread
788,Personal
789,Archived
789,Category Promotions
789,Unread
789,Personal
790,Archived
790,Category Promotions
790,Unread
790,Personal
791,Archived
791,Category Promotions
791,Unread
791,Personal
792,Archived
792,Category Promotions
792,Unread
792,Personal
793,Archived
793,Category Promotions
793,Unread
793,Personal
794,Archived
794,Category Promotions
794,Unread
794,Personal
795,Archived
795,Category Promotions
795,Unread
795,Personal
796,Archived
796,Category Promotions
796,Unread
796,Personal
797,Archived
797,Category Promotions
797,Unread
797,Personal
798,Archived
798,Category Promotions
798,Unread
798,Personal
799,Archived
799,Category Promotions
799,Unread
799,Personal
800,Archived
800,Category Promotions
800,Unread
800,Personal
801,Archived
801,Category Promotions
801,Unread
801,Personal
802,Archived
802,Category Promotions
802,Unread
802,Personal
803,Archived
803,Category Promotions
803,Unread
803,Personal
804,Archived
804,Category Promotions
804,Unread
804,Personal
805,Archived
805,Category Promotions
805,Unread
805,Personal
806,Archived
806,Category Promotions
806,Unread
806,Personal
807,Archived
807,Category Promotions
807,Unread
808,Archived
808,Category Promotions
808,Unread
808,Personal
809,Archived
809,Category Promotions
809,Unread
809,Personal
810,Archived
810,Category Promotions
810,Unread
810,Personal
811,Archived
811,Category Promotions
811,Unread
811,Personal
812,Archived
812,Category Promotions
812,Unread
812,Personal
813,Archived
813,Category Promotions
813,Unread
814,Archived
814,Category Promotions
814,Unread
814,Personal
815,Archived
815,Category Promotions
815,Unread
815,Personal
816,Archived
816,Category Promotions
816,Unread
816,Personal
817,Archived
817,Category Promotions
817,Unread
817,Personal
818,Archived
818,Category Promotions
818,Unread
818,Personal
819,Archived
819,Category Promotions
819,Unread
819,Personal
820,Archived
820,Category Promotions
820,Unread
820,Personal
821,Archived
821,Category Promotions
821,Unread
821,Personal
822,Archived
822,Category Promotions
822,Unread
822,Personal
823,Archived
823,Category Promotions
823,Unread
824,Archived
824,Category Promotions
824,Unread
824,Personal
825,Archived
825,Category Promotions
825,Unread
825,Personal
826,Archived
826,Category Promotions
826,Unread
826,Personal
827,Archived
827,Category Promotions
827,Unread
828,Archived
828,Category Promotions
828,Unread
828,Personal
829,Archived
829,Category Promotions
829,Unread
829,Personal
830,Archived
830,Category Promotions
830,Unread
830,Personal
831,Archived
831,Category Promotions
831,Unread
831,Personal
832,Archived
832,Category Promotions
832,Unread
832,Personal
833,Archived
833,Category Promotions
833,Unread
833,Personal
834,Archived
834,Category Promotions
834,Unread
834,Personal
835,Archived
835,Category Promotions
835,Unread
835,Personal
836,Archived
836,Category Promotions
836,Unread
837,Archived
837,Category Promotions
837,Unread
837,Personal
838,Archived
838,Category Promotions
838,Unread
838,Personal
839,Archived
839,Category Promotions
839,Unread
839,Personal
840,Archived
840,Category Promotions
840,Unread
840,Personal
841,Archived
841,Category Promotions
841,Unread
842,Archived
842,Category Promotions
842,Unread
842,Personal
843,Archived
843,Category Promotions
843,Unread
843,Personal
844,Archived
844,Category Promotions
844,Unread
844,Personal
845,Archived
845,Opened
845,Category Promotions
846,Archived
846,Category Promotions
846,Unread
846,Personal
847,Archived
847,Category Promotions
847,Unread
848,Archived
848,Category Promotions
848,Unread
848,Personal
849,Archived
849,Category Promotions
849,Unread
850,Archived
850,Category Promotions
850,Unread
850,Personal
851,Archived
851,Category Promotions
851,Unread
852,Archived
852,Category Promotions
852,Unread
852,Personal
853,Archived
853,Category Promotions
853,Unread
853,Personal
854,Archived
854,Category Promotions
854,Unread
855,Archived
855,Category Promotions
855,Unread
855,Personal
856,Archived
856,Category Promotions
856,Unread
857,Archived
857,Category Promotions
857,Unread
857,Personal
858,Archived
858,Category Promotions
858,Unread
859,Archived
859,Category Promotions
859,Unread
859,Personal
860,Archived
860,Category Promotions
860,Unread
860,Personal
861,Archived
861,Category Promotions
861,Unread
861,Personal
862,Archived
862,Category Promotions
862,Unread
863,Archived
863,Category Promotions
863,Unread
863,Personal
864,Archived
864,Category Promotions
864,Unread
864,Personal
865,Archived
865,Category Promotions
865,Unread
865,Personal
866,Archived
866,Category Promotions
866,Unread
866,Personal
867,Archived
867,Category Promotions
867,Unread
867,Personal
868,Archived
868,Category Promotions
868,Unread
869,Archived
869,Category Promotions
869,Unread
869,Personal
870,Archived
870,Category Promotions
870,Unread
870,Personal
871,Archived
871,Category Promotions
871,Unread
871,Personal
872,Archived
872,Category Promotions
872,Unread
872,Personal
873,Archived
873,Category Promotions
873,Unread
874,Archived
874,Category Promotions
874,Unread
874,Personal
875,Archived
875,Category Promotions
875,Unread
875,Personal
876,Archived
876,Category Promotions
876,Unread
876,Personal
877,Archived
877,Category Promotions
877,Unread
877,Personal
878,Archived
878,Category Promotions
878,Unread
878,Personal
879,Archived
879,Category Promotions
879,Unread
880,Archived
880,Category Promotions
880,Unread
880,Personal
881,Archived
881,Category Promotions
881,Unread
881,Personal
882,Archived
882,Category Promotions
882,Unread
882,Personal
883,Archived
883,Category Promotions
883,Unread
883,Personal
884,Archived
884,Category Promotions
884,Unread
884,Personal
885,Archived
885,Category Promotions
885,Unread
885,Personal
886,Archived
886,Category Promotions
886,Unread
886,Personal
887,Archived
887,Category Promotions
887,Unread
887,Personal
888,Archived
888,Category Promotions
888,Unread
888,Personal
889,Archived
889,Category Promotions
889,Unread
889,Personal
890,Archived
890,Category Promotions
890,Unread
890,Personal
891,Archived
891,Category Promotions
891,Unread
891,Personal
892,Archived
892,Category Promotions
892,Unread
892,Personal
893,Archived
893,Category Promotions
893,Unread
894,Archived
894,Category Promotions
894,Unread
894,Personal
895,Archived
895,Category Promotions
895,Unread
895,Personal
896,Archived
896,Category Promotions
896,Unread
896,Personal
897,Archived
897,Category Promotions
897,Unread
897,Personal
898,Archived
898,Category Promotions
898,Unread
898,Personal
899,Archived
899,Category Promotions
899,Unread
899,Personal
900,Archived
900,Category Promotions
900,Unread
900,Personal
901,Archived
901,Category Promotions
901,Unread
901,Personal
902,Archived
902,Category Promotions
902,Unread
902,Personal
903,Archived
903,Category Promotions
903,Unread
903,Personal
904,Archived
904,Category Promotions
904,Unread
904,Personal
905,Archived
905,Category Promotions
905,Unread
905,Personal
906,Archived
906,Category Promotions
906,Unread
906,Personal
907,Archived
907,Category Promotions
907,Unread
907,Personal
908,Archived
908,Category Promotions
908,Unread
909,Archived
909,Category Promotions
909,Unread
909,Personal
910,Archived
910,Category Promotions
910,Unread
911,Archived
911,Category Promotions
911,Unread
911,Personal
912,Archived
912,Category Promotions
912,Unread
912,Personal
913,Archived
913,Category Promotions
913,Unread
913,Personal
914,Archived
914,Category Promotions
914,Unread
914,Personal
915,Archived
915,Category Promotions
915,Unread
915,Personal
916,Archived
916,Category Promotions
916,Unread
916,Personal
917,Archived
917,Category Promotions
917,Unread
917,Personal
918,Archived
918,Category Promotions
918,Unread
918,Personal
919,Archived
919,Category Promotions
919,Unread
919,Personal
920,Archived
920,Category Promotions
920,Unread
920,Personal
921,Archived
921,Category Promotions
921,Unread
921,Personal
922,Archived
922,Category Promotions
922,Unread
922,Personal
923,Archived
923,Category Promotions
923,Unread
923,Personal
924,Archived
924,Category Promotions
924,Unread
924,Personal
925,Archived
925,Category Promotions
925,Unread
925,Personal
926,Archived
926,Category Promotions
926,Unread
926,Personal
927,Archived
927,Category Promotions
927,Unread
927,Personal
928,Archived
928,Category Promotions
928,Unread
928,Personal
929,Archived
929,Category Promotions
929,Unread
929,Personal
930,Archived
930,Category Promotions
930,Unread
931,Archived
931,Category Promotions
931,Unread
931,Personal
932,Archived
932,Category Promotions
932,Unread
932,Personal
933,Archived
933,Category Promotions
933,Unread
933,Personal
934,Archived
934,Category Promotions
934,Unread
935,Archived
935,Category Promotions
935,Unread
935,Personal
936,Archived
936,Category Promotions
936,Unread
936,Personal
937,Archived
937,Category Promotions
937,Unread
937,Personal
938,Archived
938,Category Promotions
938,Unread
938,Personal
939,Archived
939,Category Promotions
939,Unread
940,Archived
940,Category Promotions
940,Unread
940,Personal
941,Archived
941,Category Promotions
941,Unread
941,Personal
942,Archived
942,Category Promotions
942,Unread
942,Personal
943,Archived
943,Category Promotions
943,Unread
943,Personal
944,Archived
944,Category Promotions
944,Unread
944,Personal
945,Archived
945,Category Promotions
945,Unread
945,Personal
946,Archived
946,Category Promotions
946,Unread
946,Personal
947,Archived
947,Category Promotions
947,Unread
947,Personal
948,Archived
948,Category Promotions
948,Unread
948,Personal
949,Archived
949,Category Promotions
949,Unread
949,Personal
950,Archived
950,Category Promotions
950,Unread
950,Personal
951,Archived
951,Category Promotions
951,Unread
951,Personal
952,Archived
952,Category Promotions
952,Unread
952,Personal
953,Archived
953,Category Promotions
953,Unread
953,Personal
954,Archived
954,Category Promotions
954,Unread
954,Personal
955,Archived
955,Category Promotions
955,Unread
955,Personal
956,Archived
956,Category Promotions
956,Unread
956,Personal
957,Archived
957,Category Promotions
957,Unread
957,Personal
958,Archived
958,Category Promotions
958,Unread
958,Personal
959,Archived
959,Category Promotions
959,Unread
959,Personal
960,Archived
960,Category Promotions
960,Unread
960,Personal
961,Archived
961,Category Promotions
961,Unread
961,Personal
962,Archived
962,Category Promotions
962,Unread
962,Personal
963,Archived
963,Category Promotions
963,Unread
963,Personal
964,Archived
964,Category Promotions
964,Unread
964,Personal
965,Archived
965,Category Promotions
965,Unread
965,Personal
966,Archived
966,Category Promotions
966,Unread
967,Archived
967,Category Promotions
967,Unread
967,Personal
968,Archived
968,Category Promotions
968,Unread
968,Personal
969,Archived
969,Category Promotions
969,Unread
969,Personal
970,Archived
970,Category Promotions
970,Unread
970,Personal
971,Archived
971,Category Promotions
971,Unread
971,Personal
972,Archived
972,Category Promotions
972,Unread
972,Personal
973,Archived
973,Category Promotions
973,Unread
973,Personal
974,Archived
974,Category Promotions
974,Unread
974,Personal
975,Archived
975,Category Promotions
975,Unread
975,Personal
976,Archived
976,Category Promotions
976,Unread
976,Personal
977,Archived
977,Category Promotions
977,Unread
977,Personal
978,Archived
978,Category Promotions
978,Unread
978,Personal
979,Archived
979,Category Promotions
979,Unread
979,Personal
980,Archived
980,Category Promotions
980,Unread
980,Personal
981,Archived
981,Category Promotions
981,Unread
981,Personal
982,Archived
982,Category Promotions
982,Unread
982,Personal
983,Archived
983,Category Promotions
983,Unread
983,Personal
984,Archived
984,Category Promotions
984,Unread
984,Personal
985,Archived
985,Category Promotions
985,Unread
985,Personal
986,Archived
986,Category Promotions
986,Unread
986,Personal
987,Archived
987,Category Promotions
987,Unread
987,Personal
988,Archived
988,Category Promotions
988,Unread
988,Personal
989,Archived
989,Category Promotions
989,Unread
989,Personal
990,Archived
990,Category Promotions
990,Unread
990,Personal
991,Archived
991,Category Promotions
991,Unread
991,Personal
992,Archived
992,Category Promotions
992,Unread
992,Personal
993,Archived
993,Category Promotions
993,Unread
993,Personal
994,Archived
994,Category Promotions
994,Unread
994,Personal
995,Archived
995,Category Promotions
995,Unread
995,Personal
996,Archived
996,Category Promotions
996,Unread
996,Personal
997,Archived
997,Category Promotions
997,Unread
997,Personal
998,Archived
998,Category Promotions
998,Unread
998,Personal
999,Archived
999,Category Promotions
999,Unread
999,Personal
1000,Archived
1000,Category Promotions
1000,Unread
1000,Personal
1001,Archived
1001,Category Promotions
1001,Unread
1001,Personal
1002,Archived
1002,Category Promotions
1002,Unread
1002,Personal
1003,Archived
1003,Category Promotions
1003,Unread
1003,Personal
1004,Archived
1004,Category Promotions
1004,Unread
1004,Personal
1005,Archived
1005,Category Promotions
1005,Unread
1005,Personal
1006,Archived
1006,Category Promotions
1006,Unread
1006,Personal
1007,Archived
1007,Category Promotions
1007,Unread
1007,Personal
1008,Archived
1008,Category Promotions
1008,Unread
1008,Personal
1009,Archived
1009,Category Promotions
1009,Unread
1009,Personal
1010,Archived
1010,Category Promotions
1010,Unread
1010,Personal
1011,Archived
1011,Category Promotions
1011,Unread
1011,Personal
1012,Archived
1012,Category Promotions
1012,Unread
1012,Personal
1013,Archived
1013,Category Promotions
1013,Unread
1013,Personal
1014,Archived
1014,Category Promotions
1014,Unread
1015,Archived
1015,Category Promotions
1015,Unread
1015,Personal
1016,Archived
1016,Category Promotions
1016,Unread
1016,Personal
1017,Archived
1017,Category Promotions
1017,Unread
1018,Archived
1018,Category Promotions
1018,Unread
1018,Personal
1019,Archived
1019,Category Promotions
1019,Unread
1019,Personal
1020,Archived
1020,Category Promotions
1020,Unread
1020,Personal
1021,Archived
1021,Category Promotions
1021,Unread
1021,Personal
1022,Archived
1022,Category Promotions
1022,Unread
1022,Personal
1023,Archived
1023,Category Promotions
1023,Unread
1024,Archived
1024,Category Promotions
1024,Unread
1025,Archived
1025,Category Promotions
1025,Unread
1025,Personal
1026,Archived
1026,Opened
1026,Category Promotions
1026,Personal
1027,Archived
1027,Category Promotions
1027,Unread
1027,Personal
1028,Archived
1028,Category Promotions
1028,Unread
1028,Personal
1029,Archived
1029,Opened
1029,Category Promotions
1029,Personal
1030,Archived
1030,Category Promotions
1030,Unread
1030,Personal
1031,Archived
1031,Category Promotions
1031,Unread
1031,Personal
1032,Archived
1032,Category Promotions
1032,Unread
1032,Personal
1033,Archived
1033,Category Promotions
1033,Unread
1033,Personal
1034,Archived
1034,Category Promotions
1034,Unread
1034,Personal
1035,Archived
1035,Category Promotions
1035,Unread
1035,Personal
1036,Archived
1036,Category Promotions
1036,Unread
1036,Personal
1037,Archived
1037,Category Promotions
1037,Unread
1037,Personal
1038,Archived
1038,Category Promotions
1038,Unread
1038,Personal
1039,Archived
1039,Category Promotions
1039,Unread
1039,Personal
1040,Archived
1040,Opened
1040,Category Promotions
1041,Archived
1041,Category Promotions
1041,Unread
1041,Personal
1042,Archived
1042,Category Promotions
1042,Unread
1042,Personal
1043,Archived
1043,Category Promotions
1043,Unread
1043,Personal
1044,Archived
1044,Category Promotions
1044,Unread
1044,Personal
1045,Archived
1045,Category Promotions
1045,Unread
1045,Personal
1046,Archived
1046,Category Promotions
1046,Unread
1046,Personal
1047,Archived
1047,Category Promotions
1047,Unread
1047,Personal
1048,Archived
1048,Category Promotions
1048,Unread
1048,Personal
1049,Archived
1049,Category Promotions
1049,Unread
1049,Personal
1050,Archived
1050,Opened
1050,Category Promotions
1051,Archived
1051,Opened
1051,Category Promotions
1052,Archived
1052,Opened
1052,Category Promotions
1052,Personal
1053,Archived
1053,Opened
1053,Category Promotions
1054,Archived
1054,Important
1054,Opened
1054,Category Promotions
1055,Archived
1055,Important
1055,Opened
1055,Category Promotions
1055,Personal
1056,Archived
1056,Opened
1056,Category Promotions
1056,Personal
1057,Archived
1057,Important
1057,Opened
1057,Category Promotions
1057,Personal
1058,Archived
1058,Opened
1058,Category Promotions
1059,Archived
1059,Opened
1059,Category Promotions
1059,Personal
1060,Archived
1060,Important
1060,Opened
1060,Category Promotions
1061,Archived
1061,Opened
1061,Category Promotions
1062,Archived
1062,Opened
1062,Category Promotions
1063,Archived
1063,Important
1063,Opened
1063,Category Promotions
1063,Personal
1064,Archived
1064,Important
1064,Opened
1064,Category Promotions
1065,Archived
1065,Important
1065,Opened
1065,Category Promotions
1066,Archived
1066,Important
1066,Opened
1066,Category Promotions
1066,Personal
1067,Archived
1067,Important
1067,Opened
1067,Category Promotions
1068,Archived
1068,Important
1068,Opened
1068,Category Promotions
1069,Archived
1069,Important
1069,Opened
1069,Category Promotions
1070,Category Promotions
1070,Unread
1071,Archived
1071,Category Promotions
1072,Archived
1072,Category Promotions
1073,Archived
1073,Category Promotions
1074,Archived
1074,Category Promotions
1075,Archived
1075,Category Promotions
1076,Category Promotions
1076,Unread
1077,Category Promotions
1077,Unread
1078,Category Promotions
1078,Unread
1079,Category Promotions
1079,Unread
1080,Category Promotions
1081,Category Promotions
1081,Unread
1082,Category Promotions
1082,Unread
1083,Category Promotions
1083,Unread
1084,Category Promotions
1084,Unread
1085,Category Promotions
1085,Unread
1086,Category Promotions
1086,Unread
1087,Category Promotions
1087,Unread
1088,Category Promotions
1089,Category Promotions
1089,Misc
