Period,Category,Store,Address,Length
9/1/07,Travel,One Thousand Steps,N186,4
9/1/07,Travel,Aldo,N188,4
9/1/07,Travel,Sisley,N190,4
9/1/07,Restaurants & Quick Serve Restaurants,Caribou Coffee,N194,4
9/1/07,Travel,Abercrombie & Fitch,N200,4
9/1/07,Travel,Skechers,N214,4
9/1/07,Travel,"Mobile Solution, The",N216,4
9/1/07,Travel,Mia & Maxx Hair Studio,N218,4
9/1/07,Travel,Perfumania,N219,4
9/1/07,Travel,Jimmy'Z,N221,4
9/1/07,Travel,Elante,N224,4
9/1/07,Restaurants & Quick Serve Restaurants,Ruby Tuesday,N234,4
9/1/07,Travel,Club Libby Lu,N238,4
9/1/07,Women's Fashions,maurices,N240,4
9/1/07,Travel,Pro Image,N244,4
9/1/07,Travel,Famous Footwear,N246,4
9/1/07,Travel,American Eagle Outfitters,N248,4
9/1/07,Travel,Mystic Lake Casino Hotel,N252,4
9/1/07,Travel,Razz,N256,4
9/1/07,Women's Fashions,5 7 9,N258,4
9/1/07,Travel,Deck The Walls,N260,4
9/1/07,Travel,Claire's Club,N262,4
9/1/07,Travel,Hollister,N267,4
9/1/07,Travel,dELiA*s,N270,4
9/1/07,Travel,Team Choice,N274,4
9/1/07,Travel,Big Dog Sportswear,N275,4
9/1/07,Travel,Ecko Enterprises,N276,4
9/1/07,Travel,Fossil: The Jean Store,N282,4
9/1/07,Travel,Yankee Candle,N286,4
9/1/07,Travel,Swarovski,N288,4
9/1/07,Travel,Bare Escentuals,N294,4
9/1/07,Travel,Department 56,N300,4
9/1/07,Travel,Powerhouse Ride Shop,N308,4
9/1/07,Travel,Alamo Flags,N312,4
9/1/07,Travel,City Shirts,N314,4
9/1/07,Travel,Minnesota Bound,N316,4
9/1/07,Travel,Journeys Kidz,N318,4
9/1/07,Restaurants & Quick Serve Restaurants,Dairy Queen,N328,4
9/1/07,Restaurants & Quick Serve Restaurants,Burger King,N330,4
9/1/07,Restaurants & Quick Serve Restaurants,Nathan's,N331,4
9/1/07,Restaurants & Quick Serve Restaurants,Little Tokyo,N335,4
9/1/07,Restaurants & Quick Serve Restaurants,Col. Muzzy's Texas BBQ,N336,4
9/1/07,Restaurants & Quick Serve Restaurants,Taco Bell,N338,4
9/1/07,Restaurants & Quick Serve Restaurants,Frullati Café,N342,4
9/1/07,Restaurants & Quick Serve Restaurants,Charley's,N344,4
9/1/07,Restaurants & Quick Serve Restaurants,Arby's,N346,4
9/1/07,Restaurants & Quick Serve Restaurants,Panda Express,N350,4
9/1/07,Travel,Toy Corner,N352,4
9/1/07,Travel,Petters,N356,4
9/1/07,Travel,Afterhours Formal Wear,N364,4
9/1/07,Travel,Keeping Time,N365,4
9/1/07,Restaurants & Quick Serve Restaurants,Auntie Anne's,N366,4
9/1/07,Travel,Sunblox,N367,4
9/1/07,Travel,Spencer Gifts,N368,4
9/1/07,Travel,General Nutrition Center,N370,4
9/1/07,Travel,Perfumania,N372,4
9/1/07,Travel,Lids,N373,4
9/1/07,Travel,Moose Mountain Adventure Golf,N376,4
9/1/07,Travel,GameStop,N378,4
9/1/07,Travel,Vans,N380,4
9/1/07,Travel,T Mobile,N382,4
9/1/07,Travel,Red Wing Shoe Co. Inc.,N384,4
9/1/07,Travel,RCC Western Stores,N386,4
9/1/07,Travel,Itz-A-Puzzle,N390,4
9/1/07,Restaurants & Quick Serve Restaurants,Delimango,N392,4
9/1/07,Travel,Claire's Boutique,N394,4
9/1/07,Restaurants & Quick Serve Restaurants,Rainforest Cafe,S102,4
9/1/07,Travel,"Walking Company, The",S108,4
9/1/07,Travel,Gap,S110,4
9/1/07,Travel,First,S116,4
9/1/07,Travel,"Children's Place, The",S118,4
9/1/07,Travel,American Eagle Outfitters,S120,4
9/1/07,Restaurants & Quick Serve Restaurants,Healthy Express,S126,4
9/1/07,Travel,Apple Store,S132,4
9/1/07,Women's Fashions,Arden B,S138,4
9/1/07,Travel,Bose,S140,4
9/1/07,Travel,Wilsons Leather,S142,4
9/1/07,Travel,Bath & Body Works,S143,4
9/1/07,Women's Fashions,New York & Company,S144,4
9/1/07,Women's Fashions,J.Jill,S145,4
9/1/07,Women's Fashions,White House | Black Market,S148,4
9/1/07,Travel,Local Charm - a minnesota Jewelry Studio,S150,4
9/1/07,Travel,Benetton,S152,4
9/1/07,Travel,Gymboree,S154,4
9/1/07,Travel,Nine West,S156,4
9/1/07,Travel,LoveSac,S158,4
9/1/07,Travel,babyGap,S160,4
9/1/07,Travel,GapKids,S160,4
9/1/07,Travel,LEGO®,S164,4
9/1/07,Women's Fashions,Coldwater Creek,S166,4
9/1/07,Travel,Trade Secret,S168,4
9/1/07,Travel,Lucky Brand Jeans,S170,4
9/1/07,Travel,Brooks Brothers,S174,4
9/1/07,Women's Fashions,Chico's,S184,4
9/1/07,Travel,J.Crew,S200,4
9/1/07,Travel,Sharper Image,S206,4
9/1/07,Travel,Gap Men,S208,4
9/1/07,Travel,Martin + Osa,S214,4
9/1/07,Women's Fashions,Ann Taylor,S218,4
9/1/07,Travel,Paradise Pen Company,S222,4
9/1/07,Travel,Brighton Collectibles,S224,4
9/1/07,Travel,Rockport,S225,4
9/1/07,Travel,Motherhood Maternity,S228,4
9/1/07,Women's Specialty Fashions,Lane Bryant,S230,4
9/1/07,Travel,Victoria's Secret,S238,4
9/1/07,Travel,Carter's,S254,4
9/1/07,Travel,Limited Too,S255,4
9/1/07,Travel,Disney Store,S258,4
9/1/07,Travel,Guess,S260,4
9/1/07,Women's Fashions,Paiva,S262,4
9/1/07,Women's Fashions,Christopher & Banks,S270,4
9/1/07,Travel,Le Gourmet Chef,S272,4
9/1/07,Women's Fashions,Acorn,S276,4
9/1/07,Women's Fashions,C.J. Banks,S278,4
9/1/07,Travel,Naturalizer,S280,4
9/1/07,Travel,Easy Spirit,S282,4
9/1/07,Restaurants & Quick Serve Restaurants,Lindt Chocolate,S284,4
9/1/07,Women's Fashions,Rave,S286,4
9/1/07,Travel,Bakers,S288,4
9/1/07,Travel,"Afternoon, The",S290,4
9/1/07,Travel,Foot Locker,S300,4
9/1/07,Restaurants & Quick Serve Restaurants,Kokomo's Island Cafe,S319,4
9/1/07,Restaurants & Quick Serve Restaurants,Famous Dave's BBQ,S321,4
9/1/07,Travel,Mall of America Gift Store,S322,4
9/1/07,Travel,Kim's Hallmark,S340,4
9/1/07,Travel,Sadie's,S342,4
9/1/07,Travel,A Simpler Time,S343,4
9/1/07,Travel,Point of View,S344,4
9/1/07,Restaurants & Quick Serve Restaurants,Tony Roma's,S346,4
9/1/07,Travel,NASCAR Silicon Motor Speedway,S352,4
9/1/07,Travel,RAGSTOCK,S358,4
9/1/07,Restaurants & Quick Serve Restaurants,California Cafe,S368,4
9/1/07,Restaurants & Quick Serve Restaurants,Johnny Rockets,S370,4
9/1/07,Restaurants & Quick Serve Restaurants,Hot Dog on a Stick,S372,4
9/1/07,Restaurants & Quick Serve Restaurants,Panda Express,S374,4
9/1/07,Restaurants & Quick Serve Restaurants,A&W; Hot Dogs & More,S376,4
9/1/07,Restaurants & Quick Serve Restaurants,Long John Silvers,S378,4
9/1/07,Restaurants & Quick Serve Restaurants,Caribou Coffee,S380,4
9/1/07,Restaurants & Quick Serve Restaurants,Cold Stone Creamery,S382,4
9/1/07,Restaurants & Quick Serve Restaurants,Asian Chao/Maki of Japan,S385,4
9/1/07,Restaurants & Quick Serve Restaurants,Great Steak & Potato Co.,S388,4
9/1/07,Restaurants & Quick Serve Restaurants,Sbarro,S390,4
9/1/07,Restaurants & Quick Serve Restaurants,McDonald's,S391,4
9/1/07,Restaurants & Quick Serve Restaurants,Baja Tortilla Grill,S392,4
9/1/07,Restaurants & Quick Serve Restaurants,Bubba Gump Shrimp Co.,S396,4
9/1/07,Travel,AMC Theatres 14 Screens,S401,4
9/1/07,Travel,Banana Republic,W100,4
9/1/07,Women's Fashions,Cache,W107,4
9/1/07,Restaurants & Quick Serve Restaurants,Tucci Benucch,W114,4
9/1/07,Travel,H & M,W117,4
9/1/07,Travel,"River Church, The",W121,4
9/1/07,Travel,Urban Outfitters,W122,4
9/1/07,Travel,Holiday Station Store,W123,4
9/1/07,Travel,D.S.W. Shoe Warehouse,W124,4
9/1/07,Travel,Select Comfort,W125,4
9/1/07,Restaurants & Quick Serve Restaurants,Teavana,W128,4
9/1/07,Travel,Solstice Sunglass Boutique,W131,4
9/1/07,Travel,STACCATO,W132,4
9/1/07,Travel,Bostonian,W133,4
9/1/07,Travel,Progressions Salon,W134,4
9/1/07,Travel,Your Body Repair Shop,W135,4
9/1/07,Travel,Ben Bridge Jeweler,W136,4
9/1/07,Travel,Franklin Covey,W140,4
9/1/07,Travel,Steve Madden,W142,4
9/1/07,Women's Fashions,Kiwi Beach,W144,4
9/1/07,Travel,Rogers & Hollands,W146,4
9/1/07,Travel,"Body Shop, The",W148,4
9/1/07,Travel,Helzberg Diamonds,W154,4
9/1/07,Women's Specialty Fashions,Jessica McClintock,W156,4
9/1/07,Travel,Autumn Cottage,W158,4
9/1/07,Travel,Vikings Locker Room,W160,4
9/1/07,Restaurants & Quick Serve Restaurants,Harry and David,W161,4
9/1/07,Travel,Brookstone,W162,4
9/1/07,Travel,Kay Jewelers,W166,4
9/1/07,Travel,Sephora,W200,4
9/1/07,Travel,Express,W204,4
9/1/07,Travel,abercrombie,W209,4
9/1/07,Women's Fashions,"Limited, The",W210,4
9/1/07,Restaurants & Quick Serve Restaurants,Napa Valley Grille,W220,4
9/1/07,Restaurants & Quick Serve Restaurants,Tiger Sushi,W224,4
9/1/07,Travel,AARP,W228,4
9/1/07,Travel,Eddie Bauer,W230,4
9/1/07,Travel,Tommy Bahama's,W235,4
9/1/07,Travel,Hanna Andersson,W258,4
9/1/07,Travel,Tiffany Collection,W260,4
9/1/07,Travel,Williams-Sonoma,W262,4
9/1/07,Travel,L'OCCITANE,W268,4
9/1/07,Travel,Crabtree & Evelyn,W270,4
9/1/07,Travel,Coach,W274,4
9/1/07,Restaurants & Quick Serve Restaurants,Starbucks Coffee Company,W276,4
9/1/07,Travel,Osterman's Jewelers,W278,4
9/1/07,Women's Specialty Fashions,Tall Girl,W282,4
9/1/07,Travel,Rodney Lough Jr. Wilderness Collections Gallery,W286,4
9/1/07,Travel,Aveda Experience Center,W288,4
9/1/07,Women's Specialty Fashions,Everything but Water,W290,4
9/1/07,Travel,Origins,W292,4
9/1/07,Travel,MAC Cosmetics,W294,4
9/1/07,Travel,Sole Mio Sunglasses,W296,4
9/1/07,Travel,Sam Goody,W300,4
9/1/07,Travel,Highland Bank,W322,4
9/1/07,Travel,Nordstrom Rack,W324,4
9/1/07,Restaurants & Quick Serve Restaurants,Old Vine Wine and Spirits,W326,4
9/1/07,Travel,Choppers Town USA,W327,4
9/1/07,Travel,Sports Authority,W340,4
9/1/07,Travel,Champs Sports,W358,4
9/1/07,Travel,Sunglass Hut - Watch Station,W360,4
9/1/07,Travel,Things Remembered,W362,4
9/1/07,Travel,L.A. Nails,W364,4
9/1/07,Travel,Verizon Wireless,W365,4
9/1/07,Travel,Goldy's Locker Room,W366,4
9/1/07,Travel,Air Traffic,W368,4
9/1/07,Travel,Lids,W369,4
9/1/07,Travel,Al's Farm Toys,W370,4
9/1/07,Travel,Wild Bird Store,W372,4
9/1/07,Travel,Love From Minnesota,W380,4
9/1/07,Restaurants & Quick Serve Restaurants,Rybicki Cheese,W382,4
9/1/07,Travel,Bead It!,W383,4
9/1/07,Restaurants & Quick Serve Restaurants,Pretzel Time,W384,4
9/1/07,Travel,Pearle Vision,W385,4
9/1/07,Travel,Spirit of the Red Horse,W387,4
9/1/07,Travel,Bow Wow Meow,W388,4
9/1/07,Travel,Icing by Claire's,W390,4
9/1/07,Travel,Sox Appeal,W391,4
9/1/07,Restaurants & Quick Serve Restaurants,Candy Candy!,W392,4
10/1/17,Accessories,Almost Famous Body Piercing,E350,4
10/1/17,Accessories,Chapel of Love,E318,4
10/1/17,Accessories,Claire’s,E179,4
10/1/17,Accessories,Claire’s,N394,4
10/1/17,Accessories,Claire’s,E292,4
10/1/17,Accessories,Icing,E247,4
10/1/17,Accessories,Sox Appeal,W391,4
10/1/17,Apparel,A|X Armani Exchange m w,S141,4
10/1/17,Apparel,abercrombie c,W209,4
10/1/17,Apparel,Abercrombie & Fitch m w,N200,4
10/1/17,Apparel,aerie w,E200,4
10/1/17,Apparel,Aéropostale m w,N267,4
10/1/17,Apparel,A’GACI w,E246,4
10/1/17,Apparel,Alpaca Connection m w c,E367,4
10/1/17,Apparel,Altar’d State w,N105,4
10/1/17,Apparel,American Eagle Outfitters m w,S120,4
10/1/17,Apparel,American Eagle Outfitters m w,N248,4
10/1/17,Apparel,Ann Taylor w,S218,4
10/1/17,Apparel,Anthropologie w,C128,4
10/1/17,Apparel,Athleta w,S145,4
10/1/17,Apparel,babyGap c,S210,4
10/1/17,Apparel,Banana Republic m w,W100,4
10/1/17,Apparel,Boot Barn m w c,N386,4
10/1/17,Apparel,BOSS HUGO BOSS m,S176,4
10/1/17,Apparel,Buckle m w c,E203,4
10/1/17,Apparel,Burberry m w,S178,4
10/1/17,Apparel,Calvin Klein Performance w,S130,4
10/1/17,Apparel,Carhartt m w c,N144,4
10/1/17,Apparel,Carter’s baby c,S254,4
10/1/17,Apparel,Champs Sports m w c,W358,4
10/1/17,Apparel,Champs Sports m w c,E202,4
10/1/17,Apparel,Chapel Hats m w c,N170,4
10/1/17,Apparel,Charlotte Russe w,E141,4
10/1/17,Apparel,Chico’s w,S160,4
10/1/17,Apparel,Christopher & Banks | c.j. banks w,S270,4
10/1/17,Apparel,City Shirts m w c,W383,4
10/1/17,Apparel,Club Monaco m w,N102,4
10/1/17,Apparel,Columbia Sportswear m w c,W112,4
10/1/17,Apparel,Cotton:On m w,N278,4
10/1/17,Apparel,Cowgirl Tuff Company m w c,N302,4
10/1/17,Apparel,Crayola Experience + Store m w c,S300,4
10/1/17,Apparel,Destination Maternity w,S258,4
10/1/17,Apparel,Eddie Bauer m w,S214,4
10/1/17,Apparel,Everything But Water w,W290,4
10/1/17,Apparel,Express m w,W204,4
10/1/17,Apparel,Fabletics w,S142,4
10/1/17,Apparel,Farm Boy Farm Girl m w c,N166,4
10/1/17,Apparel,Fjällräven m w c,S128,4
10/1/17,Apparel,Forever 21 m w c,E144,4
10/1/17,Apparel,Francesca’s Collections w,S116,4
10/1/17,Apparel,Free People w,S149,4
10/1/17,Apparel,Gap m w,S110,4
10/1/17,Apparel,Gap kids c,S210,4
10/1/17,Apparel,Garage w,N140,4
10/1/17,Apparel,Goldy’s Locker Room m w c,W366,4
10/1/17,Apparel,Guess w,S260,4
10/1/17,Apparel,H&M m w c,W117,4
10/1/17,Apparel,Hammer Made m,S150,4
10/1/17,Apparel,Hanna Andersson c,N190,4
10/1/17,Apparel,Harley-Davidson Motor Company m w c,W344,4
10/1/17,Apparel,Hockey Minnesota by Goldy’s Locker Room m w c,E160,4
10/1/17,Apparel,Hollister m w,W210,4
10/1/17,Apparel,Hot Topic m w,N168,4
10/1/17,Apparel,ivivva athletica c,S290,4
10/1/17,Apparel,J. CREW m w c,S200,4
10/1/17,Apparel,J.Jill w,S228,4
10/1/17,Apparel,Janie and Jack c,S168,4
10/1/17,Apparel,June Active w,S140,4
10/1/17,Apparel,Justice c,S255,4
10/1/17,Apparel,Lacoste m w,S172,4
10/1/17,Apparel,Lane Bryant w,S229,4
10/1/17,Apparel,Levi’s m w,S262,4
10/1/17,Apparel,Lids m w c,E134,4
10/1/17,Apparel,Lids m w c,E178,4
10/1/17,Apparel,Lids m w c,E346,4
10/1/17,Apparel,Lids m w c,N274,4
10/1/17,Apparel,Lids m w c,W369,4
10/1/17,Apparel,Live Love Dream w,N262,4
10/1/17,Apparel,L.L.Bean m w c,S100,4
10/1/17,Apparel,LOFT w,N184,4
10/1/17,Apparel,Long Tall Sally w,W282,4
10/1/17,Apparel,Lucky Brand m w,S170,4
10/1/17,Apparel,lululemon athletica m w,S154,4
10/1/17,Apparel,Madewell w,S143,4
10/1/17,Apparel,Marshalls m w c,E320,4
10/1/17,Apparel,maurice’s w,E212,4
10/1/17,Apparel,Mona Williams w,S138,4
10/1/17,Apparel,New York & Company w,S276,4
10/1/17,Apparel,Nordstrom Rack m w c,W324,4
10/1/17,Apparel,The North Face m w c,S166,4
10/1/17,Apparel,Old Navy m w c,E138,4
10/1/17,Apparel,PacSun m w,E246,4
10/1/17,Apparel,PINK w,N120,4
10/1/17,Apparel,Pro Image Sports m w c,N258,4
10/1/17,Apparel,Ragstock m w c,E100,4
10/1/17,Apparel,Ragstock m w c,E214,4
10/1/17,Apparel,Ragstock m w c,N275,4
10/1/17,Apparel,Rainbow m w c,E330,4
10/1/17,Apparel,Silver Jeans Co. m w,S220,4
10/1/17,Apparel,Soma Intimates w,W135,4
10/1/17,Apparel,Swim ‘n Sport w,S286,4
10/1/17,Apparel,The Children’s Place c,S272,4
10/1/17,Apparel,The North Face m w c,S166,4
10/1/17,Apparel,Tilly’s m w c,N246,4
10/1/17,Apparel,Tommy Bahama m w,W235,4
10/1/17,Apparel,Torrid w,N148,4
10/1/17,Apparel,Tory Sport w,S107,4
10/1/17,Apparel,True Religion m w,S175,4
10/1/17,Apparel,Under Armour Brand House m w c,W240,4
10/1/17,Apparel,Urban Outfitters m w c,W122,4
10/1/17,Apparel,Victoria’s Secret w,N178,4
10/1/17,Apparel,Victoria’s Secret w,W220,4
10/1/17,Apparel,Vikings Locker Room m w c,E126,4
10/1/17,Apparel,White House Black Market w,S148,4
10/1/17,Apparel,Zara m w c,C185,4
10/1/17,Apparel,Zumiez m w c,N236,4
10/1/17,Attractions+Entertainment,Amazing Mirror Maze,N353,4
10/1/17,Attractions+Entertainment,Crayola Experience + Store,S300,4
10/1/17,Attractions+Entertainment,The Escape Room,E300,4
10/1/17,Attractions+Entertainment,GameWorks,E401,4
10/1/17,Attractions+Entertainment,The LEGO Store,S164,4
10/1/17,Attractions+Entertainment,Moose Mountain Adventure Golf,N376,4
10/1/17,Attractions+Entertainment,Rick Bronson’s House of Comedy,E408,4
10/1/17,Attractions+Entertainment,SEA LIFE Minnesota Aquarium,E120,4
10/1/17,Attractions+Entertainment,SMAAASH,E402,4
10/1/17,Attractions+Entertainment,Xscape Entertainment Center,E342,4
10/1/17,"Books,Cards+Gifts",Barnes & Noble,E118,4
10/1/17,"Books,Cards+Gifts",Box Lunch,N134,4
10/1/17,"Books,Cards+Gifts",Brickmania,E352,4
10/1/17,"Books,Cards+Gifts",Brookstone,S282,4
10/1/17,"Books,Cards+Gifts",Cheese Brothers,E278,4
10/1/17,"Books,Cards+Gifts",Debut,N125,4
10/1/17,"Books,Cards+Gifts",Eagle Anime,N365,4
10/1/17,"Books,Cards+Gifts",Greater Good,S236,4
10/1/17,"Books,Cards+Gifts",Hallmark,N308,4
10/1/17,"Books,Cards+Gifts",I Love Minnesota,W372,4
10/1/17,"Books,Cards+Gifts",Indulge + Bloom,N314,4
10/1/17,"Books,Cards+Gifts",Love from Minnesota,W380,4
10/1/17,"Books,Cards+Gifts",Mall of America® Gift Store,E372,4
10/1/17,"Books,Cards+Gifts",Mall of America® Gift Store,S225,4
10/1/17,"Books,Cards+Gifts",Mall of America® Gift Store,W388,4
10/1/17,"Books,Cards+Gifts",Minnesot-Ah!,E157,4
10/1/17,"Books,Cards+Gifts",Old Vine Wine + Spirits,W326,4
10/1/17,"Books,Cards+Gifts",Paper Source,N116,4
10/1/17,"Books,Cards+Gifts",Pepper Palace,E360,4
10/1/17,"Books,Cards+Gifts","Rybicki Cheese, LTD.",W382,4
10/1/17,"Books,Cards+Gifts",Spencer’s,N354,4
10/1/17,"Books,Cards+Gifts",Tervis,W370,4
10/1/17,"Books,Cards+Gifts",Things Remembered,E290,4
10/1/17,"Books,Cards+Gifts",Tomodachi,N316,4
10/1/17,"Books,Cards+Gifts",Typo,N132,4
10/1/17,"Books,Cards+Gifts",Vaase,E315,4
10/1/17,"Books,Cards+Gifts",Vom Fass,N345,4
10/1/17,"Books,Cards+Gifts",Yankee Candle,N286,4
10/1/17,Convenience,Holiday Stationstore,W123,4
10/1/17,Convenience,Mall of America® Gifts + Sundries,S225,4
10/1/17,Convenience,Street Corner News,E122,4
10/1/17,Dining-Foodcourt,A&W All American Food,S376,4
10/1/17,Dining-Foodcourt,A&W All American Food,C376,4
10/1/17,Dining-Foodcourt,Asian Chao/Maki of Japan,S385,4
10/1/17,Dining-Foodcourt,Burger King,C360,4
10/1/17,Dining-Foodcourt,Great Steak & Potato,S388,4
10/1/17,Dining-Foodcourt,Great Steak & Potato,C368,4
10/1/17,Dining-Foodcourt,Johnny Rockets,S370,4
10/1/17,Dining-Foodcourt,Little Tokyo,C380,4
10/1/17,Dining-Foodcourt,Long John Silver’s,S378,4
10/1/17,Dining-Foodcourt,The Meatball Spot,C380,4
10/1/17,Dining-Foodcourt,Panda Express,S374,4
10/1/17,Dining-Foodcourt,Panda Express,C370,4
10/1/17,Dining-Foodcourt,The Pita Pit,S372,4
10/1/17,Dining-Foodcourt,Qdoba,C364,4
10/1/17,Dining-Foodcourt,Ruby Thai’s Kitchen,S379,4
10/1/17,Dining-Foodcourt,Sbarro,S390,4
10/1/17,Dining-Foodcourt,Thai Express,C335,4
10/1/17,Dining-Fastcasual,Auntie Anne’s,E242,4
10/1/17,Dining-Fastcasual,Auntie Anne’s,N366,4
10/1/17,Dining-Fastcasual,Burger Burger,S321,4
10/1/17,Dining-Fastcasual,Chipotle,S322,4
10/1/17,Dining-Fastcasual,Freshens Crepes and Smoothies,W328,4
10/1/17,Dining-Fastcasual,Freshii,S319,4
10/1/17,Dining-Fastcasual,Jamba Juice,E317,4
10/1/17,Dining-Fastcasual,Magic Pan Crepe Stand,W114,4
10/1/17,Dining-Fastcasual,Melt Shop,C322,4
10/1/17,Dining-Fastcasual,Naf Naf Grill,C326,4
10/1/17,Dining-Fastcasual,Noodles & Company,S342,4
10/1/17,Dining-Fastcasual,Panera Bread,S316,4
10/1/17,Dining-Fastcasual,Piada Italian Street Food,N326,4
10/1/17,Dining-Fastcasual,Pizza Studio,S340,4
10/1/17,Dining-Fastcasual,Shake Shack,N332,4
10/1/17,Dining-Fastcasual,Subway,E244,4
10/1/17,Dining-Fastcasual,Tim Hortons,E280,4
10/1/17,Dining-Fastcasual,Villa Fresh Italian Kitchen,E123,4
10/1/17,Dining-Fullservicerestaurants,Benihana,S358,4
10/1/17,Dining-Fullservicerestaurants,Bubba Gump Shrimp Co,S396,4
10/1/17,Dining-Fullservicerestaurants,Buffalo Wild Wings,S312,4
10/1/17,Dining-Fullservicerestaurants,Cadillac Ranch,S352,4
10/1/17,Dining-Fullservicerestaurants,Cantina #1,E406,4
10/1/17,Dining-Fullservicerestaurants,Cantina Laredo,W300,4
10/1/17,Dining-Fullservicerestaurants,Cowboy Jack’s,S320,4
10/1/17,Dining-Fullservicerestaurants,CRAVE,S368,4
10/1/17,Dining-Fullservicerestaurants,Dick’s Last Resort,S402,4
10/1/17,Dining-Fullservicerestaurants,Hooters,E404,4
10/1/17,Dining-Fullservicerestaurants,Margaritaville,E344,4
10/1/17,Dining-Fullservicerestaurants,Masu Sushi + Robata,S344,4
10/1/17,Dining-Fullservicerestaurants,Rainforest Cafe,S306,4
10/1/17,Dining-Fullservicerestaurants,The Lounge @ House of Comedy,E408,4
10/1/17,Dining-Fullservicerestaurants,Tiger Sushi,N100,4
10/1/17,Dining-Fullservicerestaurants,Tony Roma’s,S346,4
10/1/17,Dining-Fullservicerestaurants,Tucci Benucch,W114,4
10/1/17,Dining-Fullservicerestaurants,Twin City Grill,N130,4
10/1/17,Dining-Sweets+Treats,Cinnabon,E180,4
10/1/17,Dining-Sweets+Treats,Cold Stone Creamery,S382,4
10/1/17,Dining-Sweets+Treats,Cupcake,W384,4
10/1/17,Dining-Sweets+Treats,Dairy Queen,E282,4
10/1/17,Dining-Sweets+Treats,Doc Popcorn,E306,4
10/1/17,Dining-Sweets+Treats,Freshens Yogurt,S336,4
10/1/17,Dining-Sweets+Treats,Godiva Chocolatier,W126,4
10/1/17,Dining-Sweets+Treats,Great American Cookies,S336,4
10/1/17,Dining-Sweets+Treats,Häagen Dazs,E130,4
10/1/17,Dining-Sweets+Treats,iCandy Sugar Shoppe,E154,4
10/1/17,Dining-Sweets+Treats,IT’SUGAR,N270,4
10/1/17,Dining-Sweets+Treats,Lindt Chocolate,S284,4
10/1/17,Dining-Sweets+Treats,Nestlé Tollhouse Café,E283,4
10/1/17,Dining-Sweets+Treats,Nestlé Tollhouse Café,W152,4
10/1/17,Dining-Sweets+Treats,Northwoods Candy Emporium,N312,4
10/1/17,Dining-Sweets+Treats,Orange Julius,W130,4
10/1/17,Dining-Sweets+Treats,Paciugo Gelato & Caffe,W392,4
10/1/17,Dining-Sweets+Treats,Rocky Mountain Chocolate Factory,E128,4
10/1/17,Dining-Sweets+Treats,Rustica Cookies + Creamery,N123,4
10/1/17,Dining-Coffee+Tea,Caribou Coffee,S226,4
10/1/17,Dining-Coffee+Tea,Caribou Coffee,S380,4
10/1/17,Dining-Coffee+Tea,Caribou Coffee,N224,4
10/1/17,Dining-Coffee+Tea,Chatime Tea,S343,4
10/1/17,Dining-Coffee+Tea,DAVIDsTEA,E114,4
10/1/17,Dining-Coffee+Tea,Sencha Tea Bar,N392,4
10/1/17,Dining-Coffee+Tea,Starbucks,C310,4
10/1/17,Dining-Coffee+Tea,Starbucks,E164,4
10/1/17,Dining-Coffee+Tea,Starbucks,W276,4
10/1/17,Dining-Coffee+Tea,Teavana,W128,4
10/1/17,Dining-Coffee+Tea,Tim Hortons,E280,4
10/1/17,Electronic+Tech,Apple Store,S132,4
10/1/17,Electronic+Tech,AT&T,S104,4
10/1/17,Electronic+Tech,Best Buy,W340,4
10/1/17,Electronic+Tech,Bose,W156,4
10/1/17,Electronic+Tech,Microsoft Store,S162,4
10/1/17,Electronic+Tech,Sprint,E360,4
10/1/17,Electronic+Tech,Sprint,W387,4
10/1/17,Electronic+Tech,T-Mobile,E156,4
