Period,Category,Store,Address,Length
10/1/17,Electronic+Tech,T-Mobile,N382,4
10/1/17,Electronic+Tech,Verizon,E264,4
10/1/17,Eyewear,LensCrafters,N304,4
10/1/17,Eyewear,Oakley,N107,4
10/1/17,Eyewear,Oakley,N260,4
10/1/17,Eyewear,Solstice Sunglasses,W131,4
10/1/17,Eyewear,Sunglass Hut,N256,4
10/1/17,Eyewear,Sunglass Hut,W296,4
10/1/17,Eyewear,Sunglass Hut,W362,4
10/1/17,Eyewear,Sunglass Hut,N118,4
10/1/17,Health+Beauty,Aveda Experience Center,W288,4
10/1/17,Health+Beauty,bareMinerals,E110,4
10/1/17,Health+Beauty,bareMinerals,N294,4
10/1/17,Health+Beauty,Bath & Body Works,N172,4
10/1/17,Health+Beauty,Bath & Body Works,S234,4
10/1/17,Health+Beauty,Brow Art,E362,4
10/1/17,Health+Beauty,Crabtree & Evelyn,W270,4
10/1/17,Health+Beauty,Final Cut Sports Barbershop,N372,4
10/1/17,Health+Beauty,GNC,N370,4
10/1/17,Health+Beauty,Gold Elements,W164,4
10/1/17,Health+Beauty,Kiehl’s,N121,4
10/1/17,Health+Beauty,L.A. Nails,W364,4
10/1/17,Health+Beauty,L’OCCITANE,W268,4
10/1/17,Health+Beauty,LUSH,E112,4
10/1/17,Health+Beauty,MAC Cosmetics,W294,4
10/1/17,Health+Beauty,Mastercuts,E368,4
10/1/17,Health+Beauty,Nail Trix,E363,4
10/1/17,Health+Beauty,NYX Professional Makeup,E106,4
10/1/17,Health+Beauty,Origins,W292,4
10/1/17,Health+Beauty,Perfumania,N219,4
10/1/17,Health+Beauty,Progressions Salon,W135,4
10/1/17,Health+Beauty,Regis Salon,E152,4
10/1/17,Health+Beauty,Relaxing Massage,N367,4
10/1/17,Health+Beauty,Sabon,W166,4
10/1/17,Health+Beauty,Sephora,W200,4
10/1/17,Health+Beauty,Sigma Beauty,W286,4
10/1/17,Health+Beauty,The Art of Shaving,W125,4
10/1/17,Health+Beauty,The Body Shop,W148,4
10/1/17,Health+Beauty,White Barn Candle,S234,4
10/1/17,Health+Beauty,Worker B,W166,4
10/1/17,Home,Anthropologie,C128,4
10/1/17,Home,Corda-a-Roys,E348,4
10/1/17,Home,Cut Above Home,S238,4
10/1/17,Home,LoveSac,W327,4
10/1/17,Home,Sleep Number,S256,4
10/1/17,Jewelry+Watches,Ben Bridge Jeweler,W136,4
10/1/17,Jewelry+Watches,Fixology,N390,4
10/1/17,Jewelry+Watches,Fossil,E168,4
10/1/17,Jewelry+Watches,Helzberg Diamonds,W154,4
10/1/17,Jewelry+Watches,Impulse,E314,4
10/1/17,Jewelry+Watches,JARED The Galleria of Jewelry,W278,4
10/1/17,Jewelry+Watches,KAY Jewelers,N174,4
10/1/17,Jewelry+Watches,Local Charm,E104,4
10/1/17,Jewelry+Watches,Lotus Beads and Jewelers,N368,4
10/1/17,Jewelry+Watches,Michael Hill Jewelry,S292,4
10/1/17,Jewelry+Watches,Pandora,N127,4
10/1/17,Jewelry+Watches,Persepolis,W360,4
10/1/17,Jewelry+Watches,Rogers & Holland Jewelers,W146,4
10/1/17,Jewelry+Watches,Swarovski,N288,4
10/1/17,Jewelry+Watches,Swatch,E162,4
10/1/17,Jewelry+Watches,The Gold Guys,E357,4
10/1/17,Jewelry+Watches,Zales,E240,4
10/1/17,Jewelry+Watches,Brighton,S224,4
10/1/17,Jewelry+Watches,Coach,W274,4
10/1/17,Jewelry+Watches,Henri Bendel,S156,4
10/1/17,Jewelry+Watches,House of Samsonite,W158,4
10/1/17,Jewelry+Watches,kate spade new york,S106,4
10/1/17,Jewelry+Watches,Michael Kors,S184,4
10/1/17,Jewelry+Watches,Tumi,W140,4
10/1/17,Jewelry+Watches,Vera Bradley,S288,4
10/1/17,Services,Bank of America,N232,4
10/1/17,Services,Bank of America,W118,4
10/1/17,Services,Bloomington Police Dept,E217,4
10/1/17,Services,Chapel of Love,E318,4
10/1/17,Services,Executive Center,E410,4
10/1/17,Services,Market Research Center,W322,4
10/1/17,Services,Mystic Lake Casino-Hotel,E296,4
10/1/17,Services,Prof Bellows Old Time Photos,N374,4
10/1/17,Services,Stitch It,N364,4
10/1/17,Services,Xchange of America,E218,4
10/1/17,Shoes,ALDO,N188,4
10/1/17,Shoes,Boot Barn,N386,4
10/1/17,Shoes,Clark’s,E146,4
10/1/17,Shoes,Crocs,N108,4
10/1/17,Shoes,Dr. Martens,N101,4
10/1/17,Shoes,DSW,W124,4
10/1/17,Shoes,ECCO,N218,4
10/1/17,Shoes,Famous Footwear,N151,4
10/1/17,Shoes,Famous Footwear,W310,4
10/1/17,Shoes,Finish Line,E241,4
10/1/17,Shoes,Flip Flop Shops,N103,4
10/1/17,Shoes,Fly Zone at Kids Foot Locker,E272,4
10/1/17,Shoes,Foot Locker,N162,4
10/1/17,Shoes,Footaction,E102,4
10/1/17,Shoes,House of Hoops by Foot Locker,N356,4
10/1/17,Shoes,Johnston + Murphy,W144,4
10/1/17,Shoes,Journeys,N154,4
10/1/17,Shoes,Kids Foot Locker,E272,4
10/1/17,Shoes,Merrell,N282,4
10/1/17,Shoes,Nike,W244,4
10/1/17,Shoes,O’Shoes,E246,4
10/1/17,Shoes,Payless ShoeSource,N150,4
10/1/17,Shoes,Shi by Journeys,E268,4
10/1/17,Shoes,Skechers,N214,4
10/1/17,Shoes,SOREL,W112,4
10/1/17,Shoes,Steve Madden,W142,4
10/1/17,Shoes,Stuart Weitzman,S184,4
10/1/17,Shoes,The Running Room,W161,4
10/1/17,Shoes,The Walking Company,W160,4
10/1/17,Shoes,TOMS,C106,4
10/1/17,Shoes,UGG Australia,S144,4
10/1/17,Shoes,Vans,N254,4
10/1/17,Shoes,Villa Shoes,N244,4
10/1/17,"Toys,Games+Hobbies",Air Traffic,N384,4
10/1/17,"Toys,Games+Hobbies",The Animal Lover’s,E125,4
10/1/17,"Toys,Games+Hobbies",BrickMania,E352,4
10/1/17,"Toys,Games+Hobbies",Build-A-Bear Workshop,E172,4
10/1/17,"Toys,Games+Hobbies",Crayola Experience + Store,S300,4
10/1/17,"Toys,Games+Hobbies",Creative Kidstuff,E148,4
10/1/17,"Toys,Games+Hobbies",Disney Store,S118,4
10/1/17,"Toys,Games+Hobbies",Games by James,E358,4
10/1/17,"Toys,Games+Hobbies",GameStop,E284,4
10/1/17,"Toys,Games+Hobbies",GameStop,N378,4
10/1/17,"Toys,Games+Hobbies",JM Cremp’s,N240,4
10/1/17,"Toys,Games+Hobbies",The LEGO Store,S164,4
10/1/17,"Toys,Games+Hobbies",ME 3D,E356,4
9/2/24,Services,A Sure Fit,N364,4
9/2/24,Food Court,A&W,S376,4
9/2/24,Food Court,A&W,C376,4
9/2/24,Services,AARP,W228,4
9/2/24,Men's Apparel,Abercrombie & Fitch,N205,4
9/2/24,Children's Apparel,Abercrombie Kids,N210,4
9/2/24,n/a,Activate,E312,4
9/2/24,Women's Apparel,Aerie,E200,4
9/2/24,Women's Apparel,Aéropostale,N267,4
9/2/24,Local Business,Air Traffic Toys,E315,4
9/2/24,Shoes,ALDO,N188,4
9/2/24,Accessories,Almost Famous Body Piercing,E350,4
9/2/24,Women's Apparel,Alpaca Connection,E367,4
9/2/24,Women's Apparel,Altar’d State,N105,4
9/2/24,Attractions + Entertainment,Amazing Mirror Maze,N353,4
9/2/24,Women's Apparel,American Eagle,N248,4
9/2/24,Women's Apparel,American Eagle,S120,4
9/2/24,Toys + Games + Hobbies,Anime Fix,W370,4
9/2/24,Women's Apparel,Ann Taylor,S218,4
9/2/24,Women's Apparel,Anthropologie,C128,4
9/2/24,Electronics + Tech,Apple,W114,4
9/2/24,Men's Apparel,Arc’teryx,W145,4
9/2/24,Women's Apparel,Aritzia,W115,4
9/2/24,Women's Apparel,Arula,S160,4
9/2/24,Women's Apparel,Arwa Fashion,S220,4
9/2/24,Women's Apparel,Athleta,S145,4
9/2/24,Sweets + Treats,Auntie Anne's,N366,4
9/2/24,Sweets + Treats,Auntie Anne's,E242,4
9/2/24,Health + Beauty,Aveda Experience Center,W288,4
9/2/24,Women's Apparel,A|X Armani Exchange,S141,4
9/2/24,Attractions + Entertainment,B&B Theatres Bloomington 13 at Mall of America®,S401,4
9/2/24,Luggage + Bags,Baggallini,S280,4
9/2/24,Books + Cards + Gifts,Barnes & Noble,E118,4
9/2/24,Local Business,Baseus by 4 Less Tech,E357,4
9/2/24,Health + Beauty,Bath & Body Works,N172,4
9/2/24,Sweets + Treats,Beard Papa's,N375,4
9/2/24,Books + Cards + Gifts,Beef Jerky Experience,N341,4
9/2/24,Full Service Restaurants,Benihana,S358,4
9/2/24,Health + Beauty,Blasted Ink,E356,4
9/2/24,Food Court,Bonchon Korean Fried Chicken,S372,4
9/2/24,Shoes,Boot Barn,N386,4
9/2/24,Men's Apparel,BOSS,S176,4
9/2/24,Books + Cards + Gifts,BoxLunch,N134,4
9/2/24,Services,BPD,E217,4
9/2/24,Luggage + Bags,Brighton,S224,4
9/2/24,Health + Beauty,Brow Art 23,E362,4
9/2/24,Full Service Restaurants,Bubba Gump Shrimp Co.,S396,4
9/2/24,Women's Apparel,Buckle,E203,4
9/2/24,Full Service Restaurants,Buffalo Wild Wings,S312,4
9/2/24,Toys + Games + Hobbies,Build-A-Bear Workshop®,E172,4
9/2/24,Women's Apparel,Burberry,S178,4
9/2/24,Fast Casual,Burger Burger,S321,4
9/2/24,Food Court,Burger King,C360,4
9/2/24,Food Court,Bussin Birria Tacos,C332,4
9/2/24,Full Service Restaurants,Cadillac Ranch,S352,4
9/2/24,Men's Apparel,Canada Goose,W162,4
9/2/24,Full Service Restaurants,Cantina Laredo,W300,4
9/2/24,Home,Canvas Corner,N314,4
9/2/24,Coffee + Tea,Capital One Café,S132,4
9/2/24,Women's Apparel,Carhartt,N162,4
9/2/24,Coffee + Tea,Caribou Coffee,S380,4
9/2/24,Coffee + Tea,Caribou Coffee,N224,4
9/2/24,Coffee + Tea,Caribou Coffee,N194,4
9/2/24,Sweets + Treats,Carlo's Bakery,N335,4
9/2/24,Children's Apparel,Carter’s babies and kids + OshKosh B’gosh,S254,4
9/2/24,Home,Casper,S140,4
9/2/24,Women's Apparel,Champs Sports,E205,4
9/2/24,Health + Beauty,CHANEL Fragrance and Beauty Boutique,W142,4
9/2/24,Women's Apparel,Charlotte Russe,S255,4
9/2/24,Local Business,Chicago Furniture,S258,4
9/2/24,Fast Casual,Chick-fil-A,C354,4
9/2/24,Online Ordering,Chipotle,S322,4
9/2/24,Books + Cards + Gifts,Chocolate Moonshine,W326,4
9/2/24,holiday,Christmas Treasures,N184,4
9/2/24,Men's Apparel,Chubbies,S116,4
9/2/24,Sweets + Treats,Cinnabon,E180,4
9/2/24,Accessories,Claire's,E179,4
9/2/24,Accessories,Claire's,E292,4
9/2/24,Accessories,Claire's,N394,4
9/2/24,Shoes,Clarks,E146,4
9/2/24,Attractions + Entertainment,ClimbZone,N252,4
9/2/24,Women's Apparel,Club Monaco,N102,4
9/2/24,Luggage + Bags,Coach,W274,4
9/2/24,Sweets + Treats,Cold Stone Creamery,S382,4
9/2/24,Sweets + Treats,Cold Stone Creamery,E134,4
9/2/24,Women's Apparel,Columbia Sportswear,W112,4
9/2/24,Women's Apparel,Cotton:On,N278,4
9/2/24,Full Service Restaurants,Cowboy Jack's,S320,4
9/2/24,Full Service Restaurants,CRAVE,S368,4
9/2/24,Attractions + Entertainment,Crayola Experience,S300,4
9/2/24,Toys + Games + Hobbies,Crayola Store,S300,4
9/2/24,Shoes,Crocs,N108,4
9/2/24,Mall of America® Gift Cards,Custom World,E275,4
9/2/24,Sweets + Treats,Dairy Queen/Orange Julius,E282,4
9/2/24,Fast Casual,DeLeo Bros Pizza,E123,4
9/2/24,Sweets + Treats,Doc Popcorn,E306,4
9/2/24,Home,Doremi Sofa,E264,4
9/2/24,Shoes,Dr. Martens,N138,4
9/2/24,Shoes,DSW,W124,4
9/2/24,Shoes,DTLR,N244,4
9/2/24,Coffee + Tea,Dunkin',E280,4
9/2/24,Convenience,Ebisu,N306,4
9/2/24,Women's Apparel,Eddie Bauer,S214,4
9/2/24,Women's Apparel,Edikted,W209,4
9/2/24,Women's Apparel,EVEREVE,W132,4
9/2/24,Women's Apparel,Everything But Water,W290,4
9/2/24,Women's Apparel,Express,W204,4
9/2/24,Eyewear,Eyebobs,W128,4
9/2/24,Women's Apparel,Fabletics,W134,4
9/2/24,Shoes,Famous Footwear,W310,4
9/2/24,Shoes,Famous Footwear,N151,4
9/2/24,Health + Beauty,Final Cut Sports Barbershop,N372,4
9/2/24,Home,Five Below,E334,4
9/2/24,Jewelry + Watches,Fixology,N390,4
9/2/24,Women's Apparel,FJALLRAVEN,S128,4
9/2/24,Men's Apparel,Focused Clothing,N382,4
9/2/24,Shoes,Foot Locker,N356,4
9/2/24,Women's Apparel,Forever 21,E144,4
9/2/24,Jewelry + Watches,Fossil,S180,4
9/2/24,Women's Apparel,Francesca's Collections,N216,4
9/2/24,Women's Apparel,Franki by Francesca's,S290,4
9/2/24,Women's Apparel,Free People,S149,4
9/2/24,Sweets + Treats,Freshens Crepes and Smoothies,W328,4
9/2/24,Toys + Games + Hobbies,Games by James,E358,4
9/2/24,Electronics + Tech,GameStop,N351,4
9/2/24,Women's Apparel,Garage,N140,4
9/2/24,Health + Beauty,GNC/General Nutrition Center,N370,4
9/2/24,Women's Apparel,Goldy's Locker Room,W366,4
9/2/24,Home,Good Health Saunas,N384,4
9/2/24,Jewelry + Watches,gorjana,W126,4
9/2/24,Men's Apparel,Got Kilt?,W385,4
9/2/24,Sweets + Treats,Great American Cookies,E283,4
9/2/24,Sweets + Treats,Great American Cookies,W152,4
9/2/24,Attractions + Entertainment,Great Big Game Show,E300,4
9/2/24,Food Court,Great Steak & Potato,C368,4
9/2/24,Food Court,Great Steak & Potato,S388,4
9/2/24,Women's Apparel,GUESS,S260,4
9/2/24,Women's Apparel,H&M,C118,4
9/2/24,Men's Apparel,H&M Man,C218,4
9/2/24,Women's Apparel,H.O.Q.K. House of Queens and Kings,S256,4
9/2/24,Sweets + Treats,Häagen-Dazs,E130,4
9/2/24,Men's Apparel,Hammer Made,S150,4
9/2/24,Jewelry + Watches,Helzberg Diamonds,W154,4
9/2/24,Books + Cards + Gifts,Herbal Alchemy,W369,4
9/2/24,Jewelry + Watches,Heritage Estate Jewelry Co.,E290,4
9/2/24,Books + Cards + Gifts,Hideaway Express,E352,4
9/2/24,Women's Apparel,Hockey Minnesota by Goldy's Locker Room,E160,4
9/2/24,Convenience,Holiday Stationstore,W123,4
9/2/24,Women's Apparel,Hollister,W210,4
9/2/24,Home,Home & Beyond,N200,4
9/2/24,Full Service Restaurants,Hooters,E404,4
9/2/24,Women's Apparel,Hot Topic,N168,4
9/2/24,Home,I Love Minnesota,W372,4
9/2/24,Food Court,Ichiddo Ramen,C322,4
9/2/24,Jewelry + Watches,Impulse,E360,4
9/2/24,Men's Apparel,INDOCHINO,S107,4
9/2/24,n/a,Iris Galerie,E104,4
9/2/24,Sweets + Treats,IT'SUGAR,N270,4
9/2/24,Women's Apparel,J.Jill,S228,4
9/2/24,Fast Casual,Jamba Juice,E317,4
9/2/24,Shoes,JD,E241,4
9/2/24,Food Court,Johnny Rockets,S370,4
9/2/24,Shoes,Johnston & Murphy,W144,4
9/2/24,Shoes,Journeys,N154,4
9/2/24,Coffee + Tea,Juicebox,C310,4
9/2/24,Toys + Games + Hobbies,Kappa Toys,S238,4
9/2/24,Luggage + Bags,kate spade new york,S106,4
9/2/24,Jewelry + Watches,Kay Jewelers,N174,4
9/2/24,Jewelry + Watches,Kendra Scott,S156,4
9/2/24,Shoes,Kids Foot Locker,N356,4
9/2/24,Health + Beauty,Kiehl's,N121,4
9/2/24,Shoes,Kizik,W282,4
9/2/24,Toys + Games + Hobbies,Knit & Crochet,W388,4
9/2/24,Full Service Restaurants,Kura Sushi,N378,4
9/2/24,Health + Beauty,L'Occitane,W268,4
9/2/24,Health + Beauty,L.A. Nails,W364,4
9/2/24,Women's Apparel,L.L.Bean,S100,4
9/2/24,Sweets + Treats,La Michoacana Purepecha,E284,4
9/2/24,Women's Apparel,Lane Bryant,S229,4
9/2/24,Jewelry + Watches,Larissa Loden,W292,4
9/2/24,Eyewear,Lenscrafters,N304,4
9/2/24,Men's Apparel,LEVELS,W358,4
9/2/24,Women's Apparel,Levi's,S262,4
9/2/24,Women's Apparel,Lids,E346,4
9/2/24,Women's Apparel,Lids,E178,4
9/2/24,Women's Apparel,Lids,N274,4
9/2/24,Sweets + Treats,Lindt Chocolate,S284,4
9/2/24,Accessories,Little Words Project,N132,4
9/2/24,Home,LLAKTA,S282,4
9/2/24,Shoes,LMNTS,N221,4
9/2/24,Women's Apparel,Loft,S270,4
9/2/24,Food Court,Long John Silvers,S378,4
9/2/24,Jewelry + Watches,Lotus Beads,N368,4
9/2/24,Books + Cards + Gifts,Love From Minnesota,W380,4
9/2/24,Home,Lovesac,W327,4
9/2/24,Jewelry + Watches,Lovisa,W270,4
9/2/24,n/a,Lovisa,N149,4
9/2/24,Women's Apparel,lululemon experiential store,W116,4
9/2/24,Health + Beauty,LUSH,N186,4
9/2/24,Health + Beauty,M Health Fairview,E332,4
9/2/24,Health + Beauty,MAC Cosmetics,W294,4
9/2/24,Women's Apparel,Madewell,S143,4
9/2/24,Mall of America® Gift Cards,Maggie's Boutique,E102,4
9/2/24,Books + Cards + Gifts,Mall of America® Gift Store,E285,4
9/2/24,Books + Cards + Gifts,Mall of America® Gift Store,S225,4
9/2/24,Full Service Restaurants,Margaritaville,E344,4
9/2/24,Women's Apparel,Marine Layer,W156,4
9/2/24,Fast Casual,Master Noodle,S319,4
9/2/24,Women's Apparel,maurices,E212,4
9/2/24,Men's Apparel,MCMillions Apparel,S222,4
9/2/24,Luggage + Bags,Michael Kors,S184,4
9/2/24,Books + Cards + Gifts,Minnesot-ah!,E157,4
9/2/24,Electronics + Tech,Mobile Zone,E266,4
9/2/24,Sweets + Treats,Mochinut,E244,4
9/2/24,Women's Apparel,Mona Williams,S286,4
9/2/24,Attractions + Entertainment,Moose Mountain Adventure Golf,N376,4
9/2/24,Men's Apparel,Mugsy,S170,4
9/2/24,Attractions + Entertainment,Museum of Illusions,C281,4
9/2/24,Services,Mystic Lake Casino Hotel,E296,4
9/2/24,Food Court,Naf Naf Grill,C326,4
9/2/24,Health + Beauty,Nail Trix,E363,4
9/2/24,Fast Casual,Nautical Bowls,S336,4
9/2/24,Health + Beauty,Nectar Bath Treats,E125,4
9/2/24,Coffee + Tea,Nespresso,W133,4
9/2/24,Services,New Dragon Acupressure,E268,4
9/2/24,Shoes,Nike Mall of America,W227,4
9/2/24,Local Business,Niko Niko Boba,N123,4
9/2/24,Coffee + Tea,Niko Niko Boba,S343,4
9/2/24,Coffee + Tea,Niko Niko Boba,N392,4
9/2/24,Fast Casual,Noodles & Company,S342,4
9/2/24,Women's Apparel,Nordstrom Rack,W324,4
9/2/24,Sweets + Treats,Northwoods Candy Emporium,N312,4
9/2/24,Sweets + Treats,Nothing Bundt Cakes®,N294,4
9/2/24,Health + Beauty,NULEEV CBD,W286,4
9/2/24,Eyewear,Oakley,N107,4
9/2/24,Eyewear,Oakley,N260,4
9/2/24,Women's Apparel,OFFL/NE™ by Aerie,S162,4
9/2/24,Children's Apparel,Oh Baby!,N284,4
9/2/24,Women's Apparel,Old Navy,E138,4
9/2/24,Services,Old Time Photos,N374,4
9/2/24,Attractions + Entertainment,Onionhead's Revenge,S200,4
9/2/24,Sweets + Treats,Oppa Sweets,W384,4
9/2/24,Kids,PAC 1980,E247,4
9/2/24,Women's Apparel,PacSun,E246,4
9/2/24,Food Court,Panda Express,C370,4
9/2/24,Food Court,Panda Express,S374,4
9/2/24,Jewelry + Watches,Pandora Jewelry,N127,4
9/2/24,Fast Casual,Panera Bread,S316,4
9/2/24,Books + Cards + Gifts,Paper Source,N116,4
9/2/24,Home,Pepper Palace,N345,4
9/2/24,Health + Beauty,Perfumania,N219,4
9/2/24,Jewelry + Watches,Persepolis,W383,4
9/2/24,Food Court,Piada Italian Street Food,N326,4
9/2/24,Women's Apparel,Pink,W220,4
9/2/24,Fast Casual,Popeyes Louisiana Kitchen,S391,4
9/2/24,Food Court,Poukei,C380,4
9/2/24,Health + Beauty,Princess & Diva Kids Fun Spa,E368,4
9/2/24,Women's Apparel,Pro Image Sports,N258,4
9/2/24,Men's Apparel,Psycho Bunny,W160,4
9/2/24,Home,Purple Mattress,S108,4
9/2/24,Food Court,Qdoba,C364,4
9/2/24,Women's Apparel,Ragstock,N144,4
9/2/24,Women's Apparel,Ragstock,S276,4
9/2/24,Men's Apparel,Rainbow,E309,4
9/2/24,Full Service Restaurants,Rainforest Cafe,S306,4
9/2/24,Health + Beauty,Relaxing Massage,N367,4
9/2/24,Attractions + Entertainment,Rick Bronson's House of Comedy,E408,4
9/2/24,Jewelry + Watches,Riddle's Jewelry,S292,4
9/2/24,Toys + Games + Hobbies,Ridemakerz,E152,4
9/2/24,Attractions + Entertainment,Rock of Ages Blacklight Minigolf,E336,4
9/2/24,Sweets + Treats,Rocket Fizz,E148,4
9/2/24,Sweets + Treats,Rocky Mountain Chocolate Factory,E128,4
9/2/24,Services,Rowan,S158,4
9/2/24,Men's Apparel,Royalty Apparel,W368,4
9/2/24,Food Court,Ruby Thai Kitchen,S379,4
9/2/24,Food Court,Sbarro,S390,4
9/2/24,Attractions + Entertainment,SEA LIFE Minnesota Aquarium,E120,4
9/2/24,Health + Beauty,Sephora,W200,4
9/2/24,Eyewear,Shady Rays,N170,4
9/2/24,Fast Casual,Shake Shack,N332,4
9/2/24,Health + Beauty,Shiatsu Renu,W390,4
9/2/24,Health + Beauty,Shiatsu Renu | Kiosk,E220,4
9/2/24,Shoes,Skechers,N214,4
9/2/24,Food Court,Slice Brothers Pizza,C335,4
9/2/24,Accessories,Socks & Bottoms,E112,4
9/2/24,Shoes,SoftMoc,N159,4
9/2/24,Women's Apparel,Soma,W135,4
9/2/24,Accessories,Sox Appeal,W391,4
9/2/24,Home,Spencer's,N354,4
9/2/24,Home,Spencer's,N275,4
9/2/24,Women's Apparel,Spirit Halloween,S104,4
9/2/24,Toys + Games + Hobbies,Squishable®,E106,4
9/2/24,Accessories,Stance,N262,4
9/2/24,Coffee + Tea,Starbucks @ Barnes & Noble,E118,4
9/2/24,Coffee + Tea,Starbucks Coffee,E164,4
9/2/24,Coffee + Tea,Starbucks Coffee,W276,4
9/2/24,Shoes,Steve Madden,N282,4
9/2/24,Convenience,Street Corner News,E122,4
9/2/24,Sweets + Treats,Sugar Factory Express,S339,4
9/2/24,Eyewear,Sunglass Hut,W296,4
9/2/24,Eyewear,Sunglass Hut,W362,4
9/2/24,Eyewear,Sunglass Hut,N256,4
9/2/24,Eyewear,Sunglass Hut,N118,4
9/2/24,Jewelry + Watches,Swarovski,N288,4
9/2/24,Jewelry + Watches,Swatch,E162,4
9/2/24,Fast Casual,Sweet Paris Crêperie and Café,N100,4
9/2/24,Electronics + Tech,T-Mobile,S118,4
9/2/24,Attractions + Entertainment,Tactical Urban Combat,W340,4
9/2/24,Children's Apparel,The Children's Place,S272,4
9/2/24,Attractions + Entertainment,The Escape Game,E300,4
9/2/24,Attractions + Entertainment,The Fair on 4,E402,4
9/2/24,Jewelry + Watches,The Inspiration Company,E110,4
9/2/24,Attractions + Entertainment,The LEGO Store,S164,4
9/2/24,Men's Apparel,The Normal Brand,S142,4
9/2/24,Women's Apparel,The North Face,S166,4
9/2/24,Men's Apparel,Third Degree Heat,W244,4
9/2/24,Women's Apparel,Tilly's,N246,4
9/2/24,Shoes,Timberland,W278,4
9/2/24,Women's Apparel,Tommy Bahama,W235,4
9/2/24,Women's Apparel,Torrid,N148,4
9/2/24,Toys + Games + Hobbies,Toys and Games @ Barnes & Noble,E118,4
9/2/24,Toys + Games + Hobbies,"Toys""R""Us Flagship",E141,4
9/2/24,Shoes,Tradehome Shoes,E156,4
9/2/24,Accessories,Travel Style Luggage,S105,4
9/2/24,Men's Apparel,TravisMathew,S173,4
9/2/24,Sweets + Treats,Treats Cereal Bar + Boba,E372,4
9/2/24,Women's Apparel,Trendica,S206,4
9/2/24,Men's Apparel,True Classic,S130,4
9/2/24,Luggage + Bags,Tumi,W140,4
9/2/24,Full Service Restaurants,Twin City Grill,N130,4
9/2/24,Books + Cards + Gifts,UBetcha!,E154,4
9/2/24,Shoes,UGG,S144,4
9/2/24,Health + Beauty,Ulta Beauty,E215,4
9/2/24,Women's Apparel,Under Armour,W240,4
9/2/24,Coffee + Tea,Uni Uni,E114,4
9/2/24,Mall of America® Gift Cards,Unique,N365,4
9/2/24,Men's Apparel,UNTUCKit,N114,4
9/2/24,Women's Apparel,Urban Outfitters,W122,4
9/2/24,Men's Apparel,Urban Planet,E248,4
9/2/24,Shoes,Vans,N254,4
9/2/24,Luggage + Bags,Vera Bradley,S288,4
9/2/24,Late Night Dining,Vern's Bayou Bar,S200,4
9/2/24,Jewelry + Watches,Veronica's Jewelry,W387,4
9/2/24,Women's Apparel,Victoria's Secret,W220,4
9/2/24,Women's Apparel,Victoria's Secret,N178,4
9/2/24,Women's Apparel,"Vikings Locker Room, a Fanatics Experience",E126,4
9/2/24,Food Court,Vitali's Kitchen,S392,4
9/2/24,Men's Apparel,Vuori,S152,4
9/2/24,Sweets + Treats,Wafels & Dinges,W360,4
9/2/24,Full Service Restaurants,Wahlburgers,N234,4
9/2/24,Convenience,Walgreens,E330,4
9/2/24,Eyewear,Warby Parker,W158,4
9/2/24,Jewelry + Watches,Watches of Switzerland,W136,4
9/2/24,Health + Beauty,waterdrop®,W165,4
9/2/24,Toys + Games + Hobbies,Wax Hands,N218,4
9/2/24,Women's Apparel,White House | Black Market,S148,4
9/2/24,Women's Apparel,Wilson,N101,4
9/2/24,Women's Apparel,Windsor,N240,4
9/2/24,Attractions + Entertainment,Wink World,N380,4
9/2/24,Health + Beauty,Worker B,S126,4
9/2/24,Attractions + Entertainment,Xscape Arcade,E342,4
9/2/24,Home,Yankee Candle Co.,N286,4
9/2/24,Jewelry + Watches,Zales,E240,4
9/2/24,Women's Apparel,Zara,C185,4
9/2/24,Women's Apparel,Zumiez,N236,4
9/2/24,Home,Zwilling,S168,4
9/2/24,Home,3D World,E278,4
9/2/24,Men's Apparel,5bulouz,S204,4